schema,function_name,signature,security_mode,secure_search_path,current_public_execute,current_anon_execute,current_authenticated_execute,current_service_role_execute,current_postgres_execute,actual_callers,repository_evidence,database_dependency_evidence,internal_authorization,authorization_details,definer_justification,rls_bypass_risk,financial_or_privileged_side_effect,recommended_acl,risk_level,proposed_action,confidence,notes
public,fn_tournament_wallet_release,"public.fn_tournament_wallet_release(p_tournament_id uuid, p_currency text, p_entry_id uuid)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_try_mark_template_inactive_if_drained,public.fn_try_mark_template_inactive_if_drained(p_template_id uuid),SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_wallet_apply_delta,"public.fn_wallet_apply_delta(p_user_id uuid, p_currency text, p_amount_delta numeric, p_transaction_type transaction_type, p_source_kind text, p_source_ref text, p_description text, p_meta jsonb, p_allow_negative boolean)",SECURITY DEFINER,no,true,true,true,true,true,Railway service_role; authenticated admin,game-engine;app/lib/services; game-engine .rpc; app/api|services|lib .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_wallet_transfer_panel,"public.fn_wallet_transfer_panel(p_target_id uuid, p_amount bigint, p_action text, p_description text, p_meta jsonb)",SECURITY DEFINER,no,false,true,true,true,true,authenticated admin; authenticated agent; authenticated super admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false; DEFINER without explicit search_path
public,fn_wallet_transfer_panel,"public.fn_wallet_transfer_panel(p_target_id uuid, p_currency text, p_amount bigint, p_direction text, p_description text)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin; authenticated agent; authenticated super admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_wallet_transfer_panel_bulk,"public.fn_wallet_transfer_panel_bulk(p_target_ids uuid[], p_currency text, p_amount bigint, p_direction text, p_description text)",SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,get_daily_leaders,public.get_daily_leaders(limit_count integer),SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,get_daily_leaders_by_date,"public.get_daily_leaders_by_date(target_date date, limit_count integer)",SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,get_total_balances_by_role,public.get_total_balances_by_role(),SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid referenced; role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,get_weekly_leaders,public.get_weekly_leaders(limit_count integer),SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,handle_new_user,public.handle_new_user(),SECURITY DEFINER,no,true,true,true,true,true,trigger; anonymous web client; authenticated player,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,is_admin_active,public.is_admin_active(),SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (explicit row_security off / role tricks),privileged,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,is_tournament_participant,public.is_tournament_participant(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,PARTIAL,auth.uid referenced; guard strength not confirmed as authorization,UNKNOWN,high (explicit row_security off / role tricks),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,load_test_cleanup,public.load_test_cleanup(p_tag text),SECURITY DEFINER,yes,false,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),privileged,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,load_test_seed_playing_rooms,"public.load_test_seed_playing_rooms(p_room_count integer, p_tickets_per_room integer, p_draw_interval_sec integer, p_tag text)",SECURITY DEFINER,yes,false,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),privileged,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,make_short_id_from_uuid,public.make_short_id_from_uuid(p_id uuid),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_apply_ding_credits_for_draw,"public.rpc_apply_ding_credits_for_draw(p_room_id uuid, p_draw_number integer, p_ding_per_card integer, p_credits jsonb)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_apply_marks_for_draw,"public.rpc_apply_marks_for_draw(p_room_id uuid, p_draw_number integer)",SECURITY INVOKER,no,true,true,true,true,true,Railway service_role; another database function,game-engine; game-engine .rpc,fn_process_draw_jobs_batch*,NONE,service-role/cron assumed; no end-user authorization in body,NOT_APPLICABLE,low (INVOKER),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_backfill_missed_engine_ding,public.rpc_backfill_missed_engine_ding(p_room_id uuid),SECURITY DEFINER,yes,false,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,low,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,rpc_claim_game_room,"public.rpc_claim_game_room(p_room_id uuid, p_owner_id text, p_lease_seconds integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_finalize_engine_draw_job,"public.rpc_finalize_engine_draw_job(p_job_id bigint, p_room_id uuid, p_draw_number integer, p_marks jsonb, p_results jsonb, p_set_first_line_draw_number boolean, p_ding_per_card integer, p_credits jsonb, p_queue_wait_ms integer, p_processing_ms integer, p_drain_started_at timestamp with time zone, p_first_picked_at timestamp with time zone, p_handler_started_at timestamp with time zone, p_actor_evaluate_started_at timestamp with time zone, p_actor_finalize_started_at timestamp with time zone, p_owner_id text, p_lease_epoch bigint)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_find_claimable_playing_rooms,public.rpc_find_claimable_playing_rooms(p_limit integer),SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_has_earlier_unprocessed_draw,"public.rpc_has_earlier_unprocessed_draw(p_room_id uuid, p_draw_number integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_insert_draw_if_ready,"public.rpc_insert_draw_if_ready(p_room_id uuid, p_number integer, p_now timestamp with time zone, p_draw_interval_sec integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_insert_draw_if_ready_owner_guard,"public.rpc_insert_draw_if_ready_owner_guard(p_room_id uuid, p_number integer, p_now timestamp with time zone, p_owner_id text, p_draw_interval_sec integer, p_actor_due_at timestamp with time zone, p_lease_epoch bigint)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_pick_draw_jobs,public.rpc_pick_draw_jobs(p_limit integer),SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role; another database function,game-engine; game-engine .rpc,fn_process_draw_jobs_batch*,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_register_player,"public.rpc_register_player(p_username text, p_referral_code text)",SECURITY DEFINER,yes,true,true,true,true,true,anonymous web client; authenticated player,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,anon + authenticated,MEDIUM,KEEP_CURRENT_ACL,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_release_game_room,"public.rpc_release_game_room(p_room_id uuid, p_owner_id text, p_lease_epoch bigint)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_renew_game_room_lease,"public.rpc_renew_game_room_lease(p_room_id uuid, p_owner_id text, p_lease_seconds integer, p_lease_epoch bigint)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,rpc_requeue_failed_draw_jobs,public.rpc_requeue_failed_draw_jobs(),SECURITY DEFINER,yes,true,true,true,true,true,another database function; cron/postgres,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,set_updated_at,public.set_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,set_user_profiles_updated_at,public.set_user_profiles_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,test_active_cards_bypass_rls,public.test_active_cards_bypass_rls(p_room_id uuid),SECURITY DEFINER,yes,false,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),privileged,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,test_constraint_resolution,public.test_constraint_resolution(),SECURITY INVOKER,yes,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),privileged,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,trg_debug_rooms_status,public.trg_debug_rooms_status(),SECURITY DEFINER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,trg_rooms_status_template_draining,public.trg_rooms_status_template_draining(),SECURITY DEFINER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,trg_sync_room_winners_from_results,public.trg_sync_room_winners_from_results(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_admin_permissions_updated_at,public.update_admin_permissions_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),privileged,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_dev_player_configs_updated_at,public.update_dev_player_configs_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_dev_player_join_preset_template_limits_updated_at,public.update_dev_player_join_preset_template_limits_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_dev_player_join_presets_updated_at,public.update_dev_player_join_presets_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_dev_player_settings_updated_at,public.update_dev_player_settings_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_dev_player_template_room_limits_updated_at,public.update_dev_player_template_room_limits_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_ding_balance,"public.update_ding_balance(p_user_id uuid, p_amount numeric)",SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,NOT_APPLICABLE,low (INVOKER),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_entry_banners_updated_at,public.update_entry_banners_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,update_user_notes_updated_at,public.update_user_notes_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
tournament,_assert_registration_open,tournament._assert_registration_open(p_tournament_id uuid),SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,_assert_status,"tournament._assert_status(p_tournament_id uuid, p_allowed tournament_status[])",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,_assert_tournament_exists,tournament._assert_tournament_exists(p_tournament_id uuid),SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,buy_tickets,"tournament.buy_tickets(p_tournament_id uuid, p_delta integer)",SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,cancel_registration,tournament.cancel_registration(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,capture_entry_locks,tournament.capture_entry_locks(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,auth.uid referenced; role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,close_registration,tournament.close_registration(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_admin_create_tournament,tournament.fn_admin_create_tournament(p_payload jsonb),SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true
tournament,fn_admin_delete_tournament,tournament.fn_admin_delete_tournament(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true
tournament,fn_admin_refund_cancelled_tournament,tournament.fn_admin_refund_cancelled_tournament(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,auth.uid referenced; role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_admin_set_tournament_status,"tournament.fn_admin_set_tournament_status(p_tournament_id uuid, p_status tournament_status)",SECURITY DEFINER,no,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_admin_update_tournament,"tournament.fn_admin_update_tournament(p_tournament_id uuid, p_patch jsonb)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true
tournament,fn_assign_templates_for_round,"tournament.fn_assign_templates_for_round(p_tournament_id uuid, p_round_no integer, p_batch_tables integer[])",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_burn_ding_locks,tournament.fn_burn_ding_locks(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
