schema,function_name,signature,owner,language,security_mode,execute_acl,primary_classification,repository_callers,database_callers,calls_functions,trigger_view_policy_dependency,cron_dependency,railway_usage,application_usage,tables_read,tables_written,financial_or_security_risk,duplicate_in_railway,confidence,evidence_notes,recommended_action
public,make_short_id_from_uuid,public.make_short_id_from_uuid(p_id uuid),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,low,helper; verify callers,INVESTIGATE
public,rpc_apply_ding_credits_for_draw,"public.rpc_apply_ding_credits_for_draw(p_room_id uuid, p_draw_number integer, p_ding_per_card integer, p_credits jsonb)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,game-engine .rpc,KEEP
public,rpc_apply_marks_for_draw,"public.rpc_apply_marks_for_draw(p_room_id uuid, p_draw_number integer)",postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,fn_process_draw_jobs_batch*,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_backfill_missed_engine_ding,public.rpc_backfill_missed_engine_ding(p_room_id uuid),postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
public,rpc_claim_game_room,"public.rpc_claim_game_room(p_room_id uuid, p_owner_id text, p_lease_seconds integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_finalize_engine_draw_job,"public.rpc_finalize_engine_draw_job(p_job_id bigint, p_room_id uuid, p_draw_number integer, p_marks jsonb, p_results jsonb, p_set_first_line_draw_number boolean, p_ding_per_card integer, p_credits jsonb, p_queue_wait_ms integer, p_processing_ms integer, p_drain_started_at timestamp with time zone, p_first_picked_at timestamp with time zone, p_handler_started_at timestamp with time zone, p_actor_evaluate_started_at timestamp with time zone, p_actor_finalize_started_at timestamp with time zone, p_owner_id text, p_lease_epoch bigint)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_find_claimable_playing_rooms,public.rpc_find_claimable_playing_rooms(p_limit integer),postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_has_earlier_unprocessed_draw,"public.rpc_has_earlier_unprocessed_draw(p_room_id uuid, p_draw_number integer)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_insert_draw_if_ready,"public.rpc_insert_draw_if_ready(p_room_id uuid, p_number integer, p_now timestamp with time zone, p_draw_interval_sec integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_insert_draw_if_ready_owner_guard,"public.rpc_insert_draw_if_ready_owner_guard(p_room_id uuid, p_number integer, p_now timestamp with time zone, p_owner_id text, p_draw_interval_sec integer, p_actor_due_at timestamp with time zone, p_lease_epoch bigint)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_pick_draw_jobs,public.rpc_pick_draw_jobs(p_limit integer),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,fn_process_draw_jobs_batch*,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_register_player,"public.rpc_register_player(p_username text, p_referral_code text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),authz,no,medium,authz/registration,ACL_REVIEW
public,rpc_release_game_room,"public.rpc_release_game_room(p_room_id uuid, p_owner_id text, p_lease_epoch bigint)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_renew_game_room_lease,"public.rpc_renew_game_room_lease(p_room_id uuid, p_owner_id text, p_lease_seconds integer, p_lease_epoch bigint)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,rpc_requeue_failed_draw_jobs,public.rpc_requeue_failed_draw_jobs(),postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",C. KEEP_MAINTENANCE,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,maintenance/pool helper,KEEP
public,set_updated_at,public.set_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,set_user_profiles_updated_at,public.set_user_profiles_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,test_active_cards_bypass_rls,public.test_active_cards_bypass_rls(p_room_id uuid),postgres,sql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,load-test scripts only,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,debug/test/monitor,INVESTIGATE
public,test_constraint_resolution,public.test_constraint_resolution(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,load-test scripts only,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,debug/test/monitor,INVESTIGATE
public,trg_debug_rooms_status,public.trg_debug_rooms_status(),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,trg_rooms_status_template_draining,public.trg_rooms_status_template_draining(),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,trg_sync_room_winners_from_results,public.trg_sync_room_winners_from_results(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_admin_permissions_updated_at,public.update_admin_permissions_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_dev_player_configs_updated_at,public.update_dev_player_configs_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_dev_player_join_preset_template_limits_updated_at,public.update_dev_player_join_preset_template_limits_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_dev_player_join_presets_updated_at,public.update_dev_player_join_presets_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_dev_player_settings_updated_at,public.update_dev_player_settings_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_dev_player_template_room_limits_updated_at,public.update_dev_player_template_room_limits_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_ding_balance,"public.update_ding_balance(p_user_id uuid, p_amount numeric)",postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,low,finance-named; no direct .rpc found; possible shim,INVESTIGATE
public,update_entry_banners_updated_at,public.update_entry_banners_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,update_user_notes_updated_at,public.update_user_notes_updated_at(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
tournament,_assert_registration_open,tournament._assert_registration_open(p_tournament_id uuid),postgres,plpgsql,SECURITY INVOKER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,internal/trigger,KEEP
tournament,_assert_status,"tournament._assert_status(p_tournament_id uuid, p_allowed tournament_status[])",postgres,plpgsql,SECURITY INVOKER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,internal/trigger,KEEP
tournament,_assert_tournament_exists,tournament._assert_tournament_exists(p_tournament_id uuid),postgres,plpgsql,SECURITY INVOKER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,internal/trigger,KEEP
tournament,buy_tickets,"tournament.buy_tickets(p_tournament_id uuid, p_delta integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,tournament product RPC,KEEP
tournament,cancel_registration,tournament.cancel_registration(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,capture_entry_locks,tournament.capture_entry_locks(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,close_registration,tournament.close_registration(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,fn_admin_create_tournament,tournament.fn_admin_create_tournament(p_payload jsonb),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
tournament,fn_admin_delete_tournament,tournament.fn_admin_delete_tournament(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
tournament,fn_admin_refund_cancelled_tournament,tournament.fn_admin_refund_cancelled_tournament(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_admin_set_tournament_status,"tournament.fn_admin_set_tournament_status(p_tournament_id uuid, p_status tournament_status)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
tournament,fn_admin_update_tournament,"tournament.fn_admin_update_tournament(p_tournament_id uuid, p_patch jsonb)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
tournament,fn_assign_templates_for_round,"tournament.fn_assign_templates_for_round(p_tournament_id uuid, p_round_no integer, p_batch_tables integer[])",postgres,plpgsql,SECURITY INVOKER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_burn_ding_locks,tournament.fn_burn_ding_locks(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_calc_commission,"tournament.fn_calc_commission(p_tournament_id uuid, p_user_id uuid, p_gross numeric)",postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_capture_entry_locks,tournament.fn_capture_entry_locks(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_commission_payout,"tournament.fn_commission_payout(p_tournament_id uuid, p_entry_id uuid)",postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_commission_snapshot,"tournament.fn_commission_snapshot(p_tournament_id uuid, p_entry_id uuid)",postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_commission_snapshot_entry,"tournament.fn_commission_snapshot_entry(p_tournament_id uuid, p_entry_id uuid)",postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_create_or_get_table_template,"tournament.fn_create_or_get_table_template(p_tournament_id uuid, p_round_no integer, p_table_no integer)",postgres,plpgsql,SECURITY INVOKER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_create_rooms_for_round,"tournament.fn_create_rooms_for_round(p_tournament_id uuid, p_round_no integer, p_force_pool_id uuid)",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_join_table,"tournament.fn_join_table(p_tournament_id uuid, p_round_no integer, p_table_no integer, p_user_id uuid, p_card_count integer)",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_manage_tournament_cycle,"tournament.fn_manage_tournament_cycle(p_tournament_id uuid, p_seed bigint)",postgres,plpgsql,SECURITY INVOKER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_payout_tournament,tournament.fn_payout_tournament(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_pick_admin_user,tournament.fn_pick_admin_user(p_admin_user uuid),postgres,plpgsql,SECURITY DEFINER,NULL,B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,fn_seat_players_for_round,"tournament.fn_seat_players_for_round(p_tournament_id uuid, p_round_no integer, p_batch_tables integer)",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_seat_table_players,"tournament.fn_seat_table_players(p_tournament_id uuid, p_round_no integer, p_table_no integer)",postgres,plpgsql,SECURITY INVOKER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_settle_commission_payouts,tournament.fn_settle_commission_payouts(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,fn_tick_due_tournaments,"tournament.fn_tick_due_tournaments(p_limit integer, p_seed bigint, p_batch_tables integer)",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
tournament,fn_tick_tournament,"tournament.fn_tick_tournament(p_tournament_id uuid, p_seed bigint, p_batch_tables integer[])",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
tournament,fn_tick_tournament_batch,"tournament.fn_tick_tournament_batch(p_tournament_id uuid, p_seed text, p_batch_tables integer[])",postgres,plpgsql,SECURITY DEFINER,NULL,A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,via tick chain,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament lifecycle SoR,KEEP
tournament,fn_wallet_capture_join,"tournament.fn_wallet_capture_join(p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text)",postgres,plpgsql,SECURITY DEFINER,NULL,D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
tournament,get_my_registration,tournament.get_my_registration(p_tournament_id uuid),postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,open_registration,tournament.open_registration(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,release_entry_locks,tournament.release_entry_locks(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,tournament product RPC,KEEP
tournament,sync_my_entry_lock,tournament.sync_my_entry_lock(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,tournament product RPC,KEEP
tournament,trg_guard_tournament_entry_mutations,tournament.trg_guard_tournament_entry_mutations(),postgres,plpgsql,SECURITY DEFINER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
tournament,trg_on_entry_cancel_cleanup,tournament.trg_on_entry_cancel_cleanup(),postgres,plpgsql,SECURITY DEFINER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
tournament,trg_te_commission_snapshot,tournament.trg_te_commission_snapshot(),postgres,plpgsql,SECURITY DEFINER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),medium,no,high,trigger dependency,KEEP
tournament,trg_tournament_entries_snapshot_bd,tournament.trg_tournament_entries_snapshot_bd(),postgres,plpgsql,SECURITY DEFINER,NULL,E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
